workerid,hitId,condition,How Creative?-1,Increased AI use makes you feel-1,q1,q2,q3,q4,Hide Time,Page Load,q6,q7,How Creative?-2
5ef00061e45c1f1988455df5,66bcb3acc2bf9a8a4fb322dd,coach,34,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:42:25.676Z,I went with the first word I thought of.,No.,20
665226461593afe79894c16c,66bcb3acc2bf9a8a4fb322dd,generate,68,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:41:22.255Z,thinking of words,no,73
5e3f04fdb721da159417a725,66bcb3acc2bf9a8a4fb322dd,absent,55,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:40:58.404Z,Just trying my hardest to put something before or after,none,55
5ceef64577a506001714c032,66bcb3acc2bf9a8a4fb322dd,coach,58,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Not at all helpful,0,2024-08-21T00:41:25.959Z,no strategy,no,56
5b2973a08c745200013b84ae,66bcb3acc2bf9a8a4fb322dd,coach,20,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:41:40.264Z,tried to find a wotd that linked the others,no,20
66958688126ae60131512012,66bcb3acc2bf9a8a4fb322dd,absent,34,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:42:20.510Z,None,Nope,37
66b14d28b85cfe52279f0aa5,66bcb3acc2bf9a8a4fb322dd,generate,85,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:42:10.720Z,Trying to think of something that included a trademark tail as well as fur.,The text cut off in the break game of snake. Nbd.,85
61508722f5076c1a0ea2062b,66bcb3acc2bf9a8a4fb322dd,coach,70,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:41:46.451Z,I just thought of a word that I associated with the first word and then checked if it worked for the other two words,no,70
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,32,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:41:50.372Z,I just thought of each word and thought of words associated with each word.,No.,34
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,74,More excited than concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:42:46.699Z,thinking through each word,no,67
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,66,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:40:25.100Z,mainly just came up instinctively once the words popped up,none,70
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,69,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:43:58.007Z,Going through each word individually,No,58
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,21,More concerned than excited,Very difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:42:22.454Z,"I tried to come up with any associations i could but I found myself missing the AI help, I kind of panicked and did the best I could",no,10
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,30,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:43:31.234Z,"I didn't really have a strategy, just knew it would most likely be a prefix. I play a daily puzzle finding connections between words so it was more intuition than strategy.",None,28
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,42,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:41:42.241Z,a little easy,not really,37
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,77,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:42:45.312Z,I just looked at each word and came up with a combined word and then went to the next two to see if that word applied. If it didn't I would start again.,no,81
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,20,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:44:06.800Z,I picked one of the words and went through the list of associated words with that single word. Then I compared those words to see if they also fit with the other two.,no,16
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,64,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:42:19.045Z,I thought about what they have in common,no,64
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,25,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:42:42.736Z,saying them out loud to find the connection.,no,28
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,64,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:40:57.791Z,"I tried to think of word associations but I also tried to think about actually using words that connected them - so I thought about words that sounded similar to a connecting word - I understand now that I may not have made sense, but I suspect you, the producers of this task would make it the entire point, with the AI giving us words that had familiar word associations between the three words, and with the no AI help having words that it was difficult to find a single word connection with - meaning the AI was a red herring tool",no,29
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,59,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:43:57.140Z,I used some of what I saw in practice rounds,"Nope, thank you!",60
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,37,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:43:54.352Z,I just looked at all three words and thought of phrases/other words that could be made from them.,Everything worked during the task,37
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,75,More excited than concerned,Very easy,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:44:12.090Z,Just thinking of something they have in common,no,75
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,95,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:44:50.247Z,Thinking of relationships and words in common.,No.,95
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,55,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:42:00.233Z,I tried finding associated words for one word (screen) and seeing if any fit with the other two words.,Nope!,60
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,65,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:43:07.095Z,I found it quite difficult. I kept bouncing ideas around in my head but I wasn't able to think of one that included both stetch and hair/time.,None,30
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,58,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:42:17.826Z,"Just brainstorming frantically and think of words that join with one of the terms, and then see if they link to the other two",No,52
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,57,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:44:58.708Z,I didn't have much of a strategy I felt like I instantly knew the answer so I used my intuition.,No.,63
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,57,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:45:00.079Z,just trying to brainstorm,no,40
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,20,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:44:12.822Z,sound it out and think,no,24
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,100,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:44:56.850Z,"No strategy, I thouht of words that can go with the three",No,50
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,25,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:41:31.425Z,I ran through words in my mind until I came up with the best option,no,25
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,6,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:43:48.182Z,I thought of the shape of the 3 words.,No,12
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,70,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Not at all helpful,0,2024-08-21T00:41:43.306Z,Just thinking of lots of words,No,68
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,30,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:42:52.296Z,To see what specific words complete each individual word and based on that see if it also fits all of them.,no,15
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,40,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:42:21.298Z,My strategy was to imagine the words in my head and put different words in front or behind them.,No,36
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,15,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:42:40.638Z,I guess I tried to focus on one word rathar than all of them.,N/A,9
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,41,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:44:41.041Z,thinking,no,32
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,90,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-08-21T00:45:43.020Z,"I didn't really have a strategy, I just saw the word.",No,90
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,70,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:46:14.500Z,none,no r key on my keyboard and couldnt paste into the boxes so had to think of answers with no letter r in them,61
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,58,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:46:33.577Z,it just occurred to me,no,54
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,40,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:43:57.766Z,"My strategy for coming up with associated word for the last three objects was to think about what each word means, envision a situation involving each word, and what I might think in each of those situations about abstraction in nature, all in order to single all one word that might capture that abstraction.",None.,40
663cfbadf4198acc133f986c,66bcb3acc2bf9a8a4fb322dd,generate,50,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Not at all helpful,0,2024-08-21T00:45:47.855Z,Try to find phrases that aligned,No,50
66315c9e47e364728e8a838c,66bcb3acc2bf9a8a4fb322dd,coach,44,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:47:12.189Z,Just trying to recall stuff.,None.,53
5ace82e135eccf0001a11c96,66bcb3acc2bf9a8a4fb322dd,absent,65,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-08-21T00:44:47.638Z,I just tried to think of a word that would fit all three words.,No,65
632890876b6124c7a15d06f6,66bcb3acc2bf9a8a4fb322dd,absent,35,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:46:33.911Z,I went through a mental list of words I associated with each and then found commonalities.,no,35
6546549b0511efc35646724f,66bcb3acc2bf9a8a4fb322dd,generate,10,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:46:18.310Z,find words that attach to one of the three words and see if they attach to the other two and make sense,no,20
64d53156dc399a1bcd132250,66bcb3acc2bf9a8a4fb322dd,absent,55,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:46:05.008Z,I repeated the words until I found one that worked for all three.,I couldn't figure out how to play the snake game.,55
65959bfed43a65c4d24b7445,66bcb3acc2bf9a8a4fb322dd,coach,50,More excited than concerned,Very difficult,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:43:34.791Z,"going thru words in my head, starting with widow, which left me very few words that would go with it.. so them moved onto bite.. in the end, i couldn't find a match.",no,33
5e0e60798205265be682850e,66bcb3acc2bf9a8a4fb322dd,coach,65,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:45:56.545Z,"Try to think of words that went with one of the words, than see if they matched at all with the others.",No.,65
60650e72f3359295eb889c0f,66bcb3acc2bf9a8a4fb322dd,coach,46,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:45:59.000Z,listing words,no,50
66b8c306d952179ebea2f50f,66bcb3acc2bf9a8a4fb322dd,coach,18,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:46:46.944Z,No strategy.,No technical issues.,26
56ccc18e4fcf69000c1718aa,66bcb3acc2bf9a8a4fb322dd,coach,80,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:43:25.048Z,"Just try to think of a compound word for one of the words, then see if it worked with a different word.",No? Unsure. Arrows and spacebar didn't work on the snake game.,80
5f0cc2ab16b21216d946574c,66bcb3acc2bf9a8a4fb322dd,coach,62,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:46:37.708Z,"I started with eight and snow, then went back to basket.",No,57
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,25,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:47:56.034Z,Just tried thinking of what could go with the middle word first.,No,30
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,25,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:47:56.034Z,Just tried thinking of what could go with the middle word first.,No,30
634656bd2603b4db42ae94e1,66bcb3acc2bf9a8a4fb322dd,coach,85,More excited than concerned,Very easy,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:46:58.833Z,It wasn't really a strategy. It was just assessing the three words and thinking of a common related word. There was no strategy other than follow the directions and try to come up with the answer.,No.,85
5f6fa02d7c95ff54da636b1f,66bcb3acc2bf9a8a4fb322dd,coach,51,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:45:33.330Z,Tried the words they offered- if they didn't work I associated a word that was close to them,No,49
5803f6f33073510001231d9e,66bcb3acc2bf9a8a4fb322dd,coach,71,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:45:56.883Z,to come up a word that connects to any of the objects and then see if the other ones also can use those words,no,65
65e763a481f580c8f0dce113,66bcb3acc2bf9a8a4fb322dd,absent,100,More excited than concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:49:25.943Z,It came to my mind when I first layed eyes on the words.,no,100
60ccdc25fd512fd47ae6d64c,66bcb3acc2bf9a8a4fb322dd,coach,47,More concerned than excited,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:47:14.023Z,Tried to see what came to mind immediately,No,25
666379d9536eb7e9c7a0eaba,66bcb3acc2bf9a8a4fb322dd,generate,100,Equally excited and concerned,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:46:45.339Z,WORD ASSOCIATION,NO,100
5ac897a6e734400001da581c,66bcb3acc2bf9a8a4fb322dd,absent,70,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:46:03.203Z,I picked a word that I felt had the most associated words and tried each of its words with the other objects to find one that fit all three.,No.,40
65076c797ee85f5947193819,66bcb3acc2bf9a8a4fb322dd,generate,30,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:48:07.326Z,I was thinking about every word I knew and just praying something came up,no,9
66757b19a08cd45425274bd3,66bcb3acc2bf9a8a4fb322dd,absent,47,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:43:41.000Z,"Daydream, Day Break, Day light",no,51
668ad871a1139f6fd4158d04,66bcb3acc2bf9a8a4fb322dd,generate,95,More excited than concerned,Very difficult,More excited than concerned,Agree,Very helpful,0,2024-08-21T00:49:12.855Z,I just tried to think about words that would be an appropriate fit.,No.,95
6439e861eda272218b2abec6,66bcb3acc2bf9a8a4fb322dd,generate,60,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:46:59.000Z,I tried any word that fit with the first word and tried it with the next two.,no,50
5f2732c17f64f043dd83bdbb,66bcb3acc2bf9a8a4fb322dd,coach,60,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-08-21T00:48:05.353Z,I tried to think of a word that could be related to all three words.,No issues,58
66b17a99b67f368116866c88,66bcb3acc2bf9a8a4fb322dd,coach,60,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:51:30.401Z,The strategy for the practice rounds did not work.  I usually play Connections on NYT Games and can do these easily.  Maybe I was not thinking out of the box on this one.,no,61
667ac74b326f8ab38d0cb18d,66bcb3acc2bf9a8a4fb322dd,generate,56,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:50:39.584Z,Putting words with the listed three,No,57
667da24a3c9c2144a2c19be5,66bcb3acc2bf9a8a4fb322dd,generate,58,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-08-21T00:48:50.148Z,thinking of words that go togrther,yes,37
6626f18372aacd362b3a4fe2,66bcb3acc2bf9a8a4fb322dd,absent,48,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T00:48:01.731Z,I was just guessing.,None,47
6694980a250e449b57c018cc,66bcb3acc2bf9a8a4fb322dd,generate,67,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-08-21T00:55:08.862Z,no strategy,no,80
65b69162f92e8eb2b3c20873,66bcb3acc2bf9a8a4fb322dd,absent,100,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:50:20.623Z,I try to mention the three words differently and tried attaching it with different words till i got the most perfect attachment commonly used,no,100
5cab944b41de360017e2c3db,66bcb3acc2bf9a8a4fb322dd,generate,50,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-08-21T00:46:39.953Z,I didn't employ any specific strategy for the last task. I tried my best to come up with a satisfactory answer and just went with it,No. Thank you!,40
66882270151cacf387e98f9f,66bcb3acc2bf9a8a4fb322dd,coach,44,More concerned than excited,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-08-21T01:01:13.942Z,"imagine, and think fast",no,33
66bac9434fc0890571905fd5,66bcb3acc2bf9a8a4fb322dd,generate,85,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-08-21T01:33:36.374Z,Thought of other words that could come before or after.,No,85
