workerid,hitId,condition,phase,item_name,response,onTime,is_correct
57d02eeec6c5ed00013fac58,66bcb3acc2bf9a8a4fb322dd,coach,practice,candle,candle,True,True
57d02eeec6c5ed00013fac58,66bcb3acc2bf9a8a4fb322dd,coach,test,blue,black,True,False
60fd7e8ba4ce504c0ad86690,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,door,True,True
60fd7e8ba4ce504c0ad86690,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,blue,True,True
60fd7e8ba4ce504c0ad86690,66bcb3acc2bf9a8a4fb322dd,generate,practice,pit,tar,True,False
60fd7e8ba4ce504c0ad86690,66bcb3acc2bf9a8a4fb322dd,generate,test,candle,candle,True,True
66bcb38a6dd5be8472069812,66bcb3acc2bf9a8a4fb322dd,absent,practice,candle,Candle,False,True
66bcb38a6dd5be8472069812,66bcb3acc2bf9a8a4fb322dd,absent,practice,pit,Light,True,False
66bcb38a6dd5be8472069812,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,Door,True,True
66bcb38a6dd5be8472069812,66bcb3acc2bf9a8a4fb322dd,absent,test,blue,Box,True,False
63e51bb5c20b885de5559a6a,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True,True
63e51bb5c20b885de5559a6a,66bcb3acc2bf9a8a4fb322dd,coach,practice,pit,pit,True,True
63e51bb5c20b885de5559a6a,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,blue,True,True
63e51bb5c20b885de5559a6a,66bcb3acc2bf9a8a4fb322dd,coach,test,candle,candle,True,True
5a4d5282c64cfe00011ca483,66bcb3acc2bf9a8a4fb322dd,generate,practice,pit,Pit,True,True
5a4d5282c64cfe00011ca483,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,Door,True,True
5a4d5282c64cfe00011ca483,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,Blue,True,True
5a4d5282c64cfe00011ca483,66bcb3acc2bf9a8a4fb322dd,generate,test,candle,Candle,False,True
66ba9770b75c648d933115dd,66bcb3acc2bf9a8a4fb322dd,absent,practice,candle,light off / birthday light,False,False
66ba9770b75c648d933115dd,66bcb3acc2bf9a8a4fb322dd,absent,practice,pit,peach drink/ arm rest/ tar road,True,False
66ba9770b75c648d933115dd,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,trap door/ back door/ phone screen,True,False
66ba9770b75c648d933115dd,66bcb3acc2bf9a8a4fb322dd,absent,test,blue,print page/ black berry/ birdfly,True,False
666b002b5f3a246f3c2cee76,66bcb3acc2bf9a8a4fb322dd,absent,practice,pit,Not sure,True,False
666b002b5f3a246f3c2cee76,66bcb3acc2bf9a8a4fb322dd,absent,practice,candle,Cake,True,False
666b002b5f3a246f3c2cee76,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,Blue,True,True
666b002b5f3a246f3c2cee76,66bcb3acc2bf9a8a4fb322dd,absent,test,door,Touch,False,False
66bb5a8abf79a4703261ac7f,66bcb3acc2bf9a8a4fb322dd,coach,practice,pit,gun/war/world,False,False
66bb5a8abf79a4703261ac7f,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,try/hand/laptop,True,False
66bb5a8abf79a4703261ac7f,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,page/apple/fly,True,False
66bb5a8abf79a4703261ac7f,66bcb3acc2bf9a8a4fb322dd,coach,test,candle,shine/day/tac,True,False
62ace174fdaa82e4ff8e5c3e,66bcb3acc2bf9a8a4fb322dd,absent,practice,pit,jam,False,False
62ace174fdaa82e4ff8e5c3e,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,door,True,True
62ace174fdaa82e4ff8e5c3e,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,black,False,False
62ace174fdaa82e4ff8e5c3e,66bcb3acc2bf9a8a4fb322dd,absent,test,candle,candle,True,True
5d41ff88146fcc001a139150,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,space,True,True
5d41ff88146fcc001a139150,66bcb3acc2bf9a8a4fb322dd,absent,practice,bank,bank,True,True
5d41ff88146fcc001a139150,66bcb3acc2bf9a8a4fb322dd,absent,practice,long,long,False,True
5d41ff88146fcc001a139150,66bcb3acc2bf9a8a4fb322dd,absent,test,band,band,True,True
668d822d705c807ed4664ae1,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,Spider,True,True
668d822d705c807ed4664ae1,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,Day,True,True
668d822d705c807ed4664ae1,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,Door,True,True
668d822d705c807ed4664ae1,66bcb3acc2bf9a8a4fb322dd,generate,test,snow,Phone,True,False
6604487bcefa53a1ccd4a684,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,Bar,True,True
6604487bcefa53a1ccd4a684,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,Bank,True,True
6604487bcefa53a1ccd4a684,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,Long,True,True
6604487bcefa53a1ccd4a684,66bcb3acc2bf9a8a4fb322dd,generate,test,coat,Coat,True,True
66c1310dc23f1e2109f166ce,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True,True
66c1310dc23f1e2109f166ce,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,blue,True,True
66c1310dc23f1e2109f166ce,66bcb3acc2bf9a8a4fb322dd,absent,practice,blood,blood,True,True
66c1310dc23f1e2109f166ce,66bcb3acc2bf9a8a4fb322dd,absent,test,trap,brown,True,False
5ef00061e45c1f1988455df5,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,mink,True,False
5ef00061e45c1f1988455df5,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,fool,True,False
5ef00061e45c1f1988455df5,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,twitter,False,False
5ef00061e45c1f1988455df5,66bcb3acc2bf9a8a4fb322dd,coach,test,bank,income,True,False
665226461593afe79894c16c,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True,True
665226461593afe79894c16c,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,long,True,True
665226461593afe79894c16c,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,door,True,True
665226461593afe79894c16c,66bcb3acc2bf9a8a4fb322dd,generate,test,blood,point,True,False
5e3f04fdb721da159417a725,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,coat,True,True
5e3f04fdb721da159417a725,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,spider,True,True
5e3f04fdb721da159417a725,66bcb3acc2bf9a8a4fb322dd,absent,practice,day,day,True,True
5e3f04fdb721da159417a725,66bcb3acc2bf9a8a4fb322dd,absent,test,band,band,True,True
5ceef64577a506001714c032,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,coat,True,True
5ceef64577a506001714c032,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,sore,False,False
5ceef64577a506001714c032,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True,True
5ceef64577a506001714c032,66bcb3acc2bf9a8a4fb322dd,coach,test,long,hour,True,False
5b2973a08c745200013b84ae,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True,True
5b2973a08c745200013b84ae,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True,True
5b2973a08c745200013b84ae,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,black,False,False
5b2973a08c745200013b84ae,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,gold,True,True
66958688126ae60131512012,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,Spin,True,False
66958688126ae60131512012,66bcb3acc2bf9a8a4fb322dd,absent,practice,gold,Meat,True,False
66958688126ae60131512012,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,Light,True,False
66958688126ae60131512012,66bcb3acc2bf9a8a4fb322dd,absent,test,spider,teeth,True,False
66b14d28b85cfe52279f0aa5,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True,True
66b14d28b85cfe52279f0aa5,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,band,True,False
66b14d28b85cfe52279f0aa5,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True,True
66b14d28b85cfe52279f0aa5,66bcb3acc2bf9a8a4fb322dd,generate,test,coat,beaver,True,False
61508722f5076c1a0ea2062b,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True,True
61508722f5076c1a0ea2062b,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,length,True,False
61508722f5076c1a0ea2062b,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True,True
61508722f5076c1a0ea2062b,66bcb3acc2bf9a8a4fb322dd,coach,test,day,day,True,True
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True,True
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,coin,False,False
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True,True
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,gold,True,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,gold,True,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,Big,True,False
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,bar,True,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,test,trap,trap,True,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,blood,blood,True,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,hair,False,False
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,test,bar,bar,True,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bank,Money,True,False
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bar,Material,True,False
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,snow,Snow,True,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,test,blood,Head,True,False
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,test,long,wash,True,False
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,blue,True,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,test,snow,snow,True,True
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,sea,True,False
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,scrap,True,False
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,face,True,False
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,test,band,cool,True,False
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,blood,blood,True,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,trap,trap,True,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,test,day,day,True,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,spider,True,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,long,line,True,False
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,test,gold,gold,True,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,bank,True,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,test,gold,gold,True,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,day,day,False,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,blue,True,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,test,snow,snow,True,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,fools,True,False
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,storm,True,False
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,snow,Snow,True,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,bank,True,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,test,long,arm,True,False
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,foot,True,False
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,coat,Coat,True,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,test,bank,Bank,True,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,blood,True,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,space,space,True,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,test,bank,bank,True,True
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True,True
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,coat,stole,True,False
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,black,False,False
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,test,door,door,True,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,big,True,False
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,blue,True,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,test,door,shot,True,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,cracked,False,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,animal,True,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,precious,False,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,test,long,lost,True,False
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,spider,True,True
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,band,True,False
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,tree,True,False
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,trap,True,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,bar,True,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,snow,snow,True,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,test,blood,blood,True,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,door,True,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,test,trap,hug,False,False
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,gold,True,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,Door,True,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,test,bar,bar,True,True
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,Snow/phone/pine,False,False
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,Copy/black/fly,True,False
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,Bait/spine/monitor,True,False
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,test,spider,Frame,True,False
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,band,True,False
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,test,door,metal,True,False
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,gun,True,False
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,animal,True,False
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,fruit,True,False
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,test,ball,ball,True,True
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,Hat,False,False
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,bar,Bar,True,True
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,Time,False,False
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,test,day,bad,True,False
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,test,blood,gun,False,False
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,cart,True,False
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,day,night,True,False
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,snow,driving,True,False
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True,True
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,test,long,some,False,False
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,black,True,False
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,below,True,False
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,space,True,True
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,test,blue,black,True,False
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,book,True,False
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,spider,True,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,test,band,band,True,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,black,True,False
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,test,space,space,True,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,Blue,True,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,short,True,False
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,test,day,day,True,True
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,stream,True,False
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,Homunculus,True,False
