workerid,hitId,condition,phase,item_name,response,onTime
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,coin,False
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True
664538489509c0d5d5f25338,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,gold,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,gold,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,Big,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,bar,True
65564ac4a40e1a913f825bba,66bcb3acc2bf9a8a4fb322dd,generate,test,trap,trap,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,blood,blood,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,hair,False
63f7b3a6b0aa00ea41771348,66bcb3acc2bf9a8a4fb322dd,absent,test,bar,bar,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bank,Money,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bar,Material,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,practice,snow,Snow,True
66c3d2cfe269ff14a61b48b6,66bcb3acc2bf9a8a4fb322dd,absent,test,blood,Head,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
665616bd2e3c013cde5789f5,66bcb3acc2bf9a8a4fb322dd,coach,test,long,wash,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,blue,True
5dacdf401e90f600132de0e6,66bcb3acc2bf9a8a4fb322dd,generate,test,snow,snow,True
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,sea,True
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,scrap,True
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,face,True
66639d063066dd36d7ac5a1b,66bcb3acc2bf9a8a4fb322dd,generate,test,band,cool,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,blood,blood,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,trap,trap,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
6266a888ce0c626836c91bc6,66bcb3acc2bf9a8a4fb322dd,absent,test,day,day,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,spider,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,practice,long,line,True
65df3cf4bf05d8eff24ed78b,66bcb3acc2bf9a8a4fb322dd,absent,test,gold,gold,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,bank,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True
63c0e1b1ee5ca75f61e3b2e1,66bcb3acc2bf9a8a4fb322dd,generate,test,gold,gold,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,day,day,False
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,blue,True
5ffe3f18adbaca4ddb7e4006,66bcb3acc2bf9a8a4fb322dd,absent,test,snow,snow,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,fools,True
60572e792b7a4cff55a2ad57,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,storm,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,snow,Snow,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,bank,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True
63b753401eb907a465852f01,66bcb3acc2bf9a8a4fb322dd,generate,test,long,arm,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,foot,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,coat,Coat,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True
5832fa8996ecce0001d65197,66bcb3acc2bf9a8a4fb322dd,generate,test,bank,Bank,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,blood,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,practice,space,space,True
5733464fbc6923000fcd2de1,66bcb3acc2bf9a8a4fb322dd,coach,test,bank,bank,True
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,coat,stole,True
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,black,False
5e09461913064422d0004ecf,66bcb3acc2bf9a8a4fb322dd,generate,test,door,door,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,big,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,blue,True
664cf32f550b719c453c77b3,66bcb3acc2bf9a8a4fb322dd,coach,test,door,shot,True
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,cracked,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,animal,True
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,precious,False
667ebc629093f022db34278f,66bcb3acc2bf9a8a4fb322dd,coach,test,long,lost,True
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,spider,True
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,band,True
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,tree,True
63d8966cb1c8fda2f6006864,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,trap,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,bar,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,snow,snow,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True
64077ddd11208afe2bec171a,66bcb3acc2bf9a8a4fb322dd,generate,test,blood,blood,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,day,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,door,True
5f6cdde7a8d71310b06e402a,66bcb3acc2bf9a8a4fb322dd,generate,test,trap,hug,False
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,gold,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,Door,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True
6674d66fb9e8304fd5bf10d1,66bcb3acc2bf9a8a4fb322dd,generate,test,bar,bar,True
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,Snow/phone/pine,False
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,Copy/black/fly,True
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,Bait/spine/monitor,True
613f1ff71f92991679f72614,66bcb3acc2bf9a8a4fb322dd,coach,test,spider,Frame,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,band,True
669a925bcac8fb05951d614b,66bcb3acc2bf9a8a4fb322dd,coach,test,door,metal,True
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,gun,True
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,animal,True
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,fruit,True
6632d9ca7b5616ef7c758cd2,66bcb3acc2bf9a8a4fb322dd,coach,test,ball,ball,True
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,Hat,False
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,bar,Bar,True
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,practice,door,Time,False
5f5aa9f89a3ef61b0778d49a,66bcb3acc2bf9a8a4fb322dd,absent,test,day,bad,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True
60ff1b9139cb969fbbbd4134,66bcb3acc2bf9a8a4fb322dd,coach,test,blood,gun,False
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True
6609a35ed745fef53c0c1034,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,cart,True
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,day,night,True
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,snow,driving,True
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True
581fce42429ef50001ac4fc1,66bcb3acc2bf9a8a4fb322dd,absent,test,long,some,False
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,black,True
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,below,True
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,space,True
5c00043a6d931200019bcb9b,66bcb3acc2bf9a8a4fb322dd,absent,test,blue,black,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,book,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,spider,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True
5ed42960727ce23e4d2802b6,66bcb3acc2bf9a8a4fb322dd,coach,test,band,band,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,black,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,bank,True
5ecbdb76e72f9577c2ad60d6,66bcb3acc2bf9a8a4fb322dd,coach,test,space,space,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,Blue,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,short,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,spider,True
6115e6f3c50b7ffddb83a235,66bcb3acc2bf9a8a4fb322dd,generate,test,day,day,True
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,practice,bank,stream,True
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,Homunculus,True
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,Echolocation,True
66b5994895654acfd1dcbebf,66bcb3acc2bf9a8a4fb322dd,coach,test,ball,Infinity,True
663cfbadf4198acc133f986c,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,Space,True
663cfbadf4198acc133f986c,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,long,True
663cfbadf4198acc133f986c,66bcb3acc2bf9a8a4fb322dd,generate,practice,ball,ball,True
663cfbadf4198acc133f986c,66bcb3acc2bf9a8a4fb322dd,generate,test,bar,heart,True
66315c9e47e364728e8a838c,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,first,True
66315c9e47e364728e8a838c,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,marks,True
66315c9e47e364728e8a838c,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,black,True
66315c9e47e364728e8a838c,66bcb3acc2bf9a8a4fb322dd,coach,test,blood,water,True
5ace82e135eccf0001a11c96,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,cat,True
5ace82e135eccf0001a11c96,66bcb3acc2bf9a8a4fb322dd,absent,practice,snow,chocolate,True
5ace82e135eccf0001a11c96,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,navy,True
5ace82e135eccf0001a11c96,66bcb3acc2bf9a8a4fb322dd,absent,test,long,piece,True
632890876b6124c7a15d06f6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bank,bank,True
632890876b6124c7a15d06f6,66bcb3acc2bf9a8a4fb322dd,absent,practice,bar,bar,False
632890876b6124c7a15d06f6,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
632890876b6124c7a15d06f6,66bcb3acc2bf9a8a4fb322dd,absent,test,space,space,True
6546549b0511efc35646724f,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,band,True
6546549b0511efc35646724f,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,trap,True
6546549b0511efc35646724f,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,black,True
6546549b0511efc35646724f,66bcb3acc2bf9a8a4fb322dd,generate,test,bank,bank,True
64d53156dc399a1bcd132250,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,Blue,True
64d53156dc399a1bcd132250,66bcb3acc2bf9a8a4fb322dd,absent,practice,long,Band,True
64d53156dc399a1bcd132250,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,Space,True
64d53156dc399a1bcd132250,66bcb3acc2bf9a8a4fb322dd,absent,test,door,door,True
65959bfed43a65c4d24b7445,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,saver,False
65959bfed43a65c4d24b7445,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True
65959bfed43a65c4d24b7445,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True
65959bfed43a65c4d24b7445,66bcb3acc2bf9a8a4fb322dd,coach,test,spider,black,False
5e0e60798205265be682850e,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True
5e0e60798205265be682850e,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True
5e0e60798205265be682850e,66bcb3acc2bf9a8a4fb322dd,coach,practice,spider,spider,True
5e0e60798205265be682850e,66bcb3acc2bf9a8a4fb322dd,coach,test,ball,shoe,True
60650e72f3359295eb889c0f,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
60650e72f3359295eb889c0f,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
60650e72f3359295eb889c0f,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,coat,False
60650e72f3359295eb889c0f,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,trap,False
66b8c306d952179ebea2f50f,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True
66b8c306d952179ebea2f50f,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,blue,True
66b8c306d952179ebea2f50f,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
66b8c306d952179ebea2f50f,66bcb3acc2bf9a8a4fb322dd,coach,test,bank,bank,True
56ccc18e4fcf69000c1718aa,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True
56ccc18e4fcf69000c1718aa,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
56ccc18e4fcf69000c1718aa,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,blood,True
56ccc18e4fcf69000c1718aa,66bcb3acc2bf9a8a4fb322dd,coach,test,coat,coat,True
5f0cc2ab16b21216d946574c,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,door,True
5f0cc2ab16b21216d946574c,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,band,True
5f0cc2ab16b21216d946574c,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,bar,True
5f0cc2ab16b21216d946574c,66bcb3acc2bf9a8a4fb322dd,coach,test,ball,ball,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,coat,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,test,bar,bar,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,band,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,coat,True
662a4a8b566905a139dc2ce1,66bcb3acc2bf9a8a4fb322dd,coach,test,bar,bar,True
634656bd2603b4db42ae94e1,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True
634656bd2603b4db42ae94e1,66bcb3acc2bf9a8a4fb322dd,coach,practice,trap,trap,True
634656bd2603b4db42ae94e1,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
634656bd2603b4db42ae94e1,66bcb3acc2bf9a8a4fb322dd,coach,test,gold,gold,True
5f6fa02d7c95ff54da636b1f,66bcb3acc2bf9a8a4fb322dd,coach,practice,space,military,False
5f6fa02d7c95ff54da636b1f,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,tire,True
5f6fa02d7c95ff54da636b1f,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,blood,True
5f6fa02d7c95ff54da636b1f,66bcb3acc2bf9a8a4fb322dd,coach,test,bank,book,True
5803f6f33073510001231d9e,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,sleep,True
5803f6f33073510001231d9e,66bcb3acc2bf9a8a4fb322dd,coach,practice,door,window,True
5803f6f33073510001231d9e,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,gold,True
5803f6f33073510001231d9e,66bcb3acc2bf9a8a4fb322dd,coach,test,snow,snow,True
65e763a481f580c8f0dce113,66bcb3acc2bf9a8a4fb322dd,absent,practice,trap,brown,True
65e763a481f580c8f0dce113,66bcb3acc2bf9a8a4fb322dd,absent,practice,blue,blue,True
65e763a481f580c8f0dce113,66bcb3acc2bf9a8a4fb322dd,absent,practice,gold,gold,True
65e763a481f580c8f0dce113,66bcb3acc2bf9a8a4fb322dd,absent,test,day,day,True
60ccdc25fd512fd47ae6d64c,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,Flake,False
60ccdc25fd512fd47ae6d64c,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,Day,True
60ccdc25fd512fd47ae6d64c,66bcb3acc2bf9a8a4fb322dd,coach,practice,blood,Blood,True
60ccdc25fd512fd47ae6d64c,66bcb3acc2bf9a8a4fb322dd,coach,test,trap,Black,True
666379d9536eb7e9c7a0eaba,66bcb3acc2bf9a8a4fb322dd,generate,practice,trap,deserts,False
666379d9536eb7e9c7a0eaba,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,door,True
666379d9536eb7e9c7a0eaba,66bcb3acc2bf9a8a4fb322dd,generate,practice,bank,account,True
666379d9536eb7e9c7a0eaba,66bcb3acc2bf9a8a4fb322dd,generate,test,blue,jam,True
5ac897a6e734400001da581c,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,Space,True
5ac897a6e734400001da581c,66bcb3acc2bf9a8a4fb322dd,absent,practice,gold,stock,False
5ac897a6e734400001da581c,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
5ac897a6e734400001da581c,66bcb3acc2bf9a8a4fb322dd,absent,test,long,pin,False
65076c797ee85f5947193819,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,ray,True
65076c797ee85f5947193819,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,school,True
65076c797ee85f5947193819,66bcb3acc2bf9a8a4fb322dd,generate,practice,blood,work,True
65076c797ee85f5947193819,66bcb3acc2bf9a8a4fb322dd,generate,test,space,back,True
66757b19a08cd45425274bd3,66bcb3acc2bf9a8a4fb322dd,absent,practice,space,Spaceship,True
66757b19a08cd45425274bd3,66bcb3acc2bf9a8a4fb322dd,absent,practice,spider,spidermonkey,True
66757b19a08cd45425274bd3,66bcb3acc2bf9a8a4fb322dd,absent,practice,bank,Bank,True
66757b19a08cd45425274bd3,66bcb3acc2bf9a8a4fb322dd,absent,test,day,Day,True
