workerid,hitId,condition,How Creative?-1,Increased AI use makes you feel-1,q1,q2,q3,q4,Hide Time,Page Load,q6,q7,How Creative?-2
629f2d6a8d790f69182e8b3e,66dd0fe39bfb33794b562bc9,generate,56,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:16:18.935Z,Thinking of a word that connects one of them and seeing if it fits with the other,no,51
5c2ebf3e626018000134986f,66dd0fe39bfb33794b562bc9,generate,100,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:16:11.181Z,I just wanted to go with the most obvious answer that fit. I though of more creative answers but they never fit every word.,No issues,100
5e39c744c202a41e40336db8,66dd0fe39bfb33794b562bc9,coach,27,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:17:15.840Z,saying them outloud,no,26
5b5f15f2fc072a00017da73d,66dd0fe39bfb33794b562bc9,absent,25,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:16:50.805Z,"choosing one of the words, thinking of different words then see if any lnk to the others",no,25
5adae3ebdec767000128c131,66dd0fe39bfb33794b562bc9,coach,14,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:15:44.406Z,look for connections trying one word at a time,the snake game did nothing,1
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,20,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:17:27.780Z,just kept trying to find the word that matched them,no,0
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,59,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:17:06.598Z,i didn't have one. i just let the words come to me if i could,nope,56
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,36,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:19:02.162Z,guess,no,13
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,30,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:18:41.182Z,Find the word that links them,None,30
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,24,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:17:10.973Z,to think of one word and what it is associated with a then see if it matches the other two,yes snake didn't work,34
