workerid,hitId,condition,phase,item_name,response,onTime,is_correct
6658d66a5e45cac0aaeb54de,66dd0fe39bfb33794b562bc9,generate,practice,candle,candle,True,True
6658d66a5e45cac0aaeb54de,66dd0fe39bfb33794b562bc9,generate,test,pit,mac,True,False
6658d66a5e45cac0aaeb54de,66dd0fe39bfb33794b562bc9,generate,test,snow,pine,True,False
5f69c3f4ab3d0d026b25ae23,66dd0fe39bfb33794b562bc9,generate,practice,gold,gold,True,True
5f69c3f4ab3d0d026b25ae23,66dd0fe39bfb33794b562bc9,generate,practice,coat,coat,True,True
5f69c3f4ab3d0d026b25ae23,66dd0fe39bfb33794b562bc9,generate,practice,ball,ball,True,True
5f69c3f4ab3d0d026b25ae23,66dd0fe39bfb33794b562bc9,generate,test,trap,trap,True,True
5f69c3f4ab3d0d026b25ae23,66dd0fe39bfb33794b562bc9,generate,test,day,day,True,True
5eac0b9a3617310432c834a1,66dd0fe39bfb33794b562bc9,absent,practice,snow,Snow,True,True
5eac0b9a3617310432c834a1,66dd0fe39bfb33794b562bc9,absent,practice,camp,weather,True,False
5eac0b9a3617310432c834a1,66dd0fe39bfb33794b562bc9,absent,practice,space,Sea,True,False
5eac0b9a3617310432c834a1,66dd0fe39bfb33794b562bc9,absent,test,ball,clothes,True,False
5eac0b9a3617310432c834a1,66dd0fe39bfb33794b562bc9,absent,test,girl,good,True,False
60bb9dd521d84c33662850ae,66dd0fe39bfb33794b562bc9,absent,practice,saw,Saw,True,True
60bb9dd521d84c33662850ae,66dd0fe39bfb33794b562bc9,absent,practice,gold,gold,True,True
60bb9dd521d84c33662850ae,66dd0fe39bfb33794b562bc9,absent,practice,brush,brush,True,True
60bb9dd521d84c33662850ae,66dd0fe39bfb33794b562bc9,absent,test,hole,hole,True,True
60bb9dd521d84c33662850ae,66dd0fe39bfb33794b562bc9,absent,test,bank,bank,True,True
6658f73b1e17e6eedae554ed,66dd0fe39bfb33794b562bc9,coach,practice,hole,hunt,True,False
6658f73b1e17e6eedae554ed,66dd0fe39bfb33794b562bc9,coach,practice,long,cut,True,False
6658f73b1e17e6eedae554ed,66dd0fe39bfb33794b562bc9,coach,practice,blood,grey,True,False
6658f73b1e17e6eedae554ed,66dd0fe39bfb33794b562bc9,coach,test,pot,pot,True,True
6658f73b1e17e6eedae554ed,66dd0fe39bfb33794b562bc9,coach,test,saw,tread,True,False
6118e529e663bd089370c2b0,66dd0fe39bfb33794b562bc9,absent,practice,gold,gold,True,True
6118e529e663bd089370c2b0,66dd0fe39bfb33794b562bc9,absent,practice,turn,turn,True,True
6118e529e663bd089370c2b0,66dd0fe39bfb33794b562bc9,absent,practice,common,common,True,True
6118e529e663bd089370c2b0,66dd0fe39bfb33794b562bc9,absent,test,ball,bread,False,False
6118e529e663bd089370c2b0,66dd0fe39bfb33794b562bc9,absent,test,blue,blue,True,True
5ceeb55cd902a40001532561,66dd0fe39bfb33794b562bc9,coach,practice,candle,candle,True,True
5ceeb55cd902a40001532561,66dd0fe39bfb33794b562bc9,coach,practice,snow,snow,True,True
5ceeb55cd902a40001532561,66dd0fe39bfb33794b562bc9,coach,practice,saw,saw,True,True
5ceeb55cd902a40001532561,66dd0fe39bfb33794b562bc9,coach,test,girl,old,True,False
5ceeb55cd902a40001532561,66dd0fe39bfb33794b562bc9,coach,test,blood,no,False,False
6361bfe81e0da4a406b33f1e,66dd0fe39bfb33794b562bc9,coach,practice,door,door,True,True
6361bfe81e0da4a406b33f1e,66dd0fe39bfb33794b562bc9,coach,practice,snow,snow,True,True
6361bfe81e0da4a406b33f1e,66dd0fe39bfb33794b562bc9,coach,practice,gold,gold,True,True
6361bfe81e0da4a406b33f1e,66dd0fe39bfb33794b562bc9,coach,test,saw,saw,True,True
6361bfe81e0da4a406b33f1e,66dd0fe39bfb33794b562bc9,coach,test,tree,tree,True,True
57f38232a12559000165c19a,66dd0fe39bfb33794b562bc9,absent,practice,turn,turn,True,True
57f38232a12559000165c19a,66dd0fe39bfb33794b562bc9,absent,practice,pot,pot,True,True
57f38232a12559000165c19a,66dd0fe39bfb33794b562bc9,absent,practice,brush,brush,True,True
57f38232a12559000165c19a,66dd0fe39bfb33794b562bc9,absent,test,ball,ball,True,True
57f38232a12559000165c19a,66dd0fe39bfb33794b562bc9,absent,test,bank,bank,True,True
5f13141f9b4f8216be9d1ec3,66dd0fe39bfb33794b562bc9,generate,practice,hole,Hole,True,True
5f13141f9b4f8216be9d1ec3,66dd0fe39bfb33794b562bc9,generate,practice,snow,snow,True,True
5f13141f9b4f8216be9d1ec3,66dd0fe39bfb33794b562bc9,generate,practice,girl,girl,True,True
5f13141f9b4f8216be9d1ec3,66dd0fe39bfb33794b562bc9,generate,test,camp,camp,True,True
5f13141f9b4f8216be9d1ec3,66dd0fe39bfb33794b562bc9,generate,test,horn,horn,True,True
5b22b42b38fc0c0001313829,66dd0fe39bfb33794b562bc9,absent,practice,door,Play,False,False
5b22b42b38fc0c0001313829,66dd0fe39bfb33794b562bc9,absent,practice,space,military,True,False
5b22b42b38fc0c0001313829,66dd0fe39bfb33794b562bc9,absent,practice,girl,boy,True,False
5b22b42b38fc0c0001313829,66dd0fe39bfb33794b562bc9,absent,test,bank,bank,True,True
5b22b42b38fc0c0001313829,66dd0fe39bfb33794b562bc9,absent,test,gold,godl,False,False
66840f135d4fce807b86ee00,66dd0fe39bfb33794b562bc9,absent,practice,gold,Gold,True,True
66840f135d4fce807b86ee00,66dd0fe39bfb33794b562bc9,absent,practice,bank,Book,False,False
66840f135d4fce807b86ee00,66dd0fe39bfb33794b562bc9,absent,practice,pot,Pot,True,True
66840f135d4fce807b86ee00,66dd0fe39bfb33794b562bc9,absent,test,saw,Saw,True,True
66840f135d4fce807b86ee00,66dd0fe39bfb33794b562bc9,absent,test,pit,Black,True,False
60dc84c1e594bb1151e400a6,66dd0fe39bfb33794b562bc9,coach,practice,cart,cart,True,True
60dc84c1e594bb1151e400a6,66dd0fe39bfb33794b562bc9,coach,practice,long,elastic,True,False
60dc84c1e594bb1151e400a6,66dd0fe39bfb33794b562bc9,coach,practice,bar,ring,True,False
60dc84c1e594bb1151e400a6,66dd0fe39bfb33794b562bc9,coach,test,girl,girl,True,True
60dc84c1e594bb1151e400a6,66dd0fe39bfb33794b562bc9,coach,test,soap,soap,True,True
5edd5b6d419dc20c161b4e9e,66dd0fe39bfb33794b562bc9,generate,practice,spider,Spider,False,True
5edd5b6d419dc20c161b4e9e,66dd0fe39bfb33794b562bc9,generate,practice,day,Day,True,True
5edd5b6d419dc20c161b4e9e,66dd0fe39bfb33794b562bc9,generate,practice,cart,Cart,True,True
5edd5b6d419dc20c161b4e9e,66dd0fe39bfb33794b562bc9,generate,test,snow,Corn,True,False
5edd5b6d419dc20c161b4e9e,66dd0fe39bfb33794b562bc9,generate,test,girl,Boy,True,False
63d40473b035404fc2725d2a,66dd0fe39bfb33794b562bc9,coach,practice,tree,tree,True,True
63d40473b035404fc2725d2a,66dd0fe39bfb33794b562bc9,coach,practice,turn,alert,True,False
63d40473b035404fc2725d2a,66dd0fe39bfb33794b562bc9,coach,practice,cart,cart,True,True
63d40473b035404fc2725d2a,66dd0fe39bfb33794b562bc9,coach,test,day,time,True,False
63d40473b035404fc2725d2a,66dd0fe39bfb33794b562bc9,coach,test,bank,bank,True,True
6658f1e8045b6be82ee4e60a,66dd0fe39bfb33794b562bc9,absent,practice,hole,hole,True,True
6658f1e8045b6be82ee4e60a,66dd0fe39bfb33794b562bc9,absent,practice,space,wreck,True,False
6658f1e8045b6be82ee4e60a,66dd0fe39bfb33794b562bc9,absent,practice,bank,bank,True,True
6658f1e8045b6be82ee4e60a,66dd0fe39bfb33794b562bc9,absent,test,blue,straw,False,False
6658f1e8045b6be82ee4e60a,66dd0fe39bfb33794b562bc9,absent,test,bar,bar,True,True
63c80a427dfa1305502df5a8,66dd0fe39bfb33794b562bc9,absent,practice,turn,Trench,False,False
63c80a427dfa1305502df5a8,66dd0fe39bfb33794b562bc9,absent,practice,hole,Hole,True,True
63c80a427dfa1305502df5a8,66dd0fe39bfb33794b562bc9,absent,practice,snow,snow,True,True
63c80a427dfa1305502df5a8,66dd0fe39bfb33794b562bc9,absent,test,common,common,True,True
63c80a427dfa1305502df5a8,66dd0fe39bfb33794b562bc9,absent,test,blood,blood,True,True
57be9976c5234c00014706c1,66dd0fe39bfb33794b562bc9,absent,practice,cart,cart,True,True
57be9976c5234c00014706c1,66dd0fe39bfb33794b562bc9,absent,practice,day,day,True,True
57be9976c5234c00014706c1,66dd0fe39bfb33794b562bc9,absent,practice,hole,hole,True,True
57be9976c5234c00014706c1,66dd0fe39bfb33794b562bc9,absent,test,candle,candle,True,True
57be9976c5234c00014706c1,66dd0fe39bfb33794b562bc9,absent,test,tree,tree,False,True
666d9282db54ef7e18d65072,66dd0fe39bfb33794b562bc9,generate,practice,door,door,True,True
666d9282db54ef7e18d65072,66dd0fe39bfb33794b562bc9,generate,practice,band,band,True,True
666d9282db54ef7e18d65072,66dd0fe39bfb33794b562bc9,generate,practice,pot,pot,True,True
666d9282db54ef7e18d65072,66dd0fe39bfb33794b562bc9,generate,test,blue,blue,True,True
666d9282db54ef7e18d65072,66dd0fe39bfb33794b562bc9,generate,test,cart,cart,True,True
5bbe05fc6322c500015ac016,66dd0fe39bfb33794b562bc9,absent,practice,band,band,False,True
5bbe05fc6322c500015ac016,66dd0fe39bfb33794b562bc9,absent,practice,pit,band,True,False
5bbe05fc6322c500015ac016,66dd0fe39bfb33794b562bc9,absent,practice,blue,black,True,False
5bbe05fc6322c500015ac016,66dd0fe39bfb33794b562bc9,absent,test,street,road,True,False
5bbe05fc6322c500015ac016,66dd0fe39bfb33794b562bc9,absent,test,soap,soap,True,True
61115a5c86530842e8400471,66dd0fe39bfb33794b562bc9,generate,practice,candle,Candle,True,True
61115a5c86530842e8400471,66dd0fe39bfb33794b562bc9,generate,practice,saw,Bunny,True,False
